Alloy code, C, Si, Mn, P, S, Ni, Cr, Mo, Cu, Al, N, Temperature (°„C), 0.2% Proof Stress (MPa), Tensile Strength (MPa), Elongation (%), Reduction in Area (%)
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,27,342,490,30,71
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,100,338,454,27,72
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,200,337,465,23,69
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,300,346,495,21,70
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,400,316,489,26,79
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,450,287,461,25,81
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,500,274,431,28,85
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,550,262,387,32,87
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,600,220,314,42,88
MBB,0.12,0.36,0.52,0.009,0.003,0.089,0.97,0.61,0.04,0.003,0.0066,650,152,226,59,92
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,27,310,463,34,76
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,100,285,427,31,79
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,200,296,439,25,77
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,300,265,471,24,76
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,400,257,472,28,78
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,450,240,451,26,80
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,500,232,423,28,84
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,550,207,367,34,86
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,600,176,297,44,89
MBC,0.09,0.37,0.49,0.006,0.005,0.055,0.98,0.57,0.07,0.005,0.008,650,132,205,67,92
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,27,306,463,32,78
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,100,258,432,26,76
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,200,303,459,22,73
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,300,275,473,23,69
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,400,264,464,25,75
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,450,252,451,23,78
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,500,237,424,24,81
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,550,228,378,28,84
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,600,212,297,37,88
MBD,0.1,0.28,0.49,0.008,0.009,0.028,0.9,0.56,0.08,0.006,0.009,650,143,221,60,91
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,27,343,502,32,76
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,100,326,467,28,76
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,200,329,482,23,73
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,300,277,505,22,67
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,400,249,493,27,76
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,450,253,475,24,77
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,500,255,434,24,81
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,550,229,383,29,86
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,600,202,301,36,89
MBE,0.12,0.43,0.48,0.014,0.008,0.051,0.96,0.56,0.08,0.006,0.008,650,143,221,51,91
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,27,339,493,33,77
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,100,329,464,28,76
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,200,315,475,23,72
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,300,270,497,22,69
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,400,257,482,24,73
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,450,256,465,25,77
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,500,256,442,25,82
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,550,238,389,30,85
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,600,213,308,37,89
MBF,0.12,0.28,0.44,0.018,0.008,0.03,0.99,0.54,0.08,0.007,0.01,650,146,226,57,92
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,27,251,456,32,73
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,100,240,420,30,73
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,200,261,449,24,71
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,300,203,479,23,69
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,400,192,482,27,76
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,450,186,471,26,78
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,500,192,435,25,83
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,550,177,375,30,85
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,600,170,304,38,89
MBG,0.12,0.37,0.45,0.018,0.008,0.035,1,0.5,0.06,0.009,0.0088,650,122,211,51,92
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,27,239,453,35,72
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,100,229,419,27,72
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,200,244,449,23,70
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,300,210,485,23,69
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,400,174,474,27,74
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,450,194,468,28,77
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,500,181,434,26,82
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,550,175,380,30,85
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,600,170,296,38,89
MBH,0.12,0.36,0.45,0.018,0.007,0.028,1,0.53,0.05,0.007,0.008,650,124,214,54,93
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,27,313,464,29,70
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,100,301,421,23,70
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,200,324,459,22,67
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,300,303,479,21,65
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,400,279,482,24,71
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,450,277,473,24,73
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,500,262,449,24,76
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,550,251,395,27,82
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,600,220,317,33,84
MBL,0.09,0.32,0.48,0.02,0.017,0.023,1.05,0.52,0.04,0.009,0.0089,650,137,213,78,90
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,27,291,462,30,71
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,100,315,418,25,70
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,200,316,457,20,66
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,300,288,479,22,63
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,400,270,482,24,71
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,450,272,479,23,73
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,500,256,441,23,77
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,550,240,393,26,81
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,600,218,299,42,87
MBM,0.1,0.31,0.51,0.022,0.017,0.02,1.03,0.53,0.04,0.009,0.0076,650,136,217,52,90
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,27,312,452,30,71
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,100,304,420,25,73
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,200,311,454,22,64
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,300,242,529,20,65
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,400,291,483,23,72
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,450,280,479,23,72
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,500,260,448,24,77
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,550,240,383,28,82
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,600,215,304,34,86
MBN,0.1,0.3,0.49,0.02,0.018,0.023,1.04,0.5,0.04,0.009,0.0089,650,150,220,46,90
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,27,280,480,31,64
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,100,270,471,21,57
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,200,272,591,19,48
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,300,197,553,29,57
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,350,185,509,34,66
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,400,177,444,34,69
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,450,176,373,37,75
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,500,156,306,45,82
CAA,0.2,0.31,0.59,0.018,0.009,0,0.046,0.011,0.05,0.006,0.0056,550,131,234,61,90
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,27,290,470,32,65
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,100,278,456,22,60
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,200,277,572,19,48
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,300,187,540,30,58
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,350,188,500,32,65
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,400,166,431,37,67
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,450,171,371,36,76
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,500,152,302,40,83
CAB,0.2,0.28,0.6,0.018,0.008,0,0.045,0.01,0.05,0.005,0.0066,550,127,229,44,88
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,27,285,470,31,62
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,100,271,453,22,60
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,200,267,564,18,48
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,300,187,546,30,56
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,350,184,485,35,66
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,400,172,427,35,70
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,450,179,372,36,78
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,500,165,309,41,83
CAC,0.2,0.29,0.55,0.021,0.009,0,0.054,0.012,0.05,0.004,0.0058,550,135,237,60,89
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,27,315,500,30,64
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,100,276,456,23,63
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,200,280,540,18,52
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,300,202,534,27,57
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,350,197,495,32,65
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,400,198,443,32,69
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,450,172,379,38,74
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,500,173,319,38,78
CAG,0.21,0.21,0.62,0.014,0.014,0,0.046,0.019,0.05,0.008,0.003,550,139,254,40,83
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,27,300,480,31,63
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,100,291,471,24,63
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,200,293,534,19,53
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,300,231,552,29,59
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,350,231,506,34,67
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,400,230,467,32,70
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,450,206,386,36,74
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,500,199,335,38,79
CAH,0.24,0.24,0.64,0.015,0.013,0,0.074,0.019,0.05,0.011,0.006,550,149,258,49,83
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,27,290,480,32,64
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,100,297,510,19,51
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,200,291,650,22,43
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,300,189,572,33,58
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,350,187,497,35,61
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,400,193,426,40,68
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,450,181,368,36,67
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,500,164,273,35,68
CAJ,0.2,0.2,0.47,0.007,0.009,0,0.056,0.01,0.07,0.005,0.011,550,114,231,44,76
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,27,275,460,33,64
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,100,260,439,25,62
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,200,260,519,19,54
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,300,197,512,30,58
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,350,188,469,32,67
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,400,190,404,37,73
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,450,187,356,45,84
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,500,154,275,48,83
CAL,0.21,0.32,0.48,0.02,0.018,0,0.017,0.006,0.08,0.004,0.0044,550,137,227,50,88
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,27,270,460,32,65
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,100,244,434,24,63
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,200,240,517,19,54
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,300,202,509,30,60
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,350,195,472,37,65
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,400,197,413,36,72
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,450,178,349,41,77
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,500,160,276,42,84
CAM,0.2,0.31,0.5,0.022,0.017,0,0.017,0.006,0.09,0.004,0.0037,550,137,209,57,90
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,27,285,470,34,66
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,100,267,446,25,64
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,200,251,502,20,56
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,300,183,561,31,58
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,350,190,471,35,65
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,400,200,417,42,73
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,450,202,343,40,77
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,500,171,286,48,81
CAN,0.23,0.32,0.53,0.023,0.016,0,0.022,0.005,0.07,0.005,0.0051,550,125,219,58,87
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,27,265,450,35,70
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,100,260,442,26,67
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,200,247,566,20,55
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,300,198,560,27,59
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,400,195,493,30,74
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,450,181,447,28,78
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,500,186,406,27,82
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,550,183,363,32,83
LAA,0.11,0.3,0.48,0.012,0.01,0,0,0.51,0,0.005,0.0078,600,174,281,46,87
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,27,270,460,34,69
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,100,260,450,25,65
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,200,260,575,21,52
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,300,185,574,29,35
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,400,204,484,31,73
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,450,222,438,28,78
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,500,210,400,29,83
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,550,185,349,30,85
LAB,0.12,0.25,0.5,0.012,0.01,0,0,0.5,0,0.005,0.0068,600,163,272,48,89
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,27,260,450,35,72
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,100,248,439,24,66
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,200,254,559,21,55
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,300,177,571,28,58
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,400,173,488,30,73
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,450,189,451,28,78
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,500,194,420,28,82
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,550,193,353,32,84
LAC,0.13,0.31,0.48,0.006,0.007,0,0,0.49,0,0.005,0.006,600,174,291,36,86
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,27,280,430,36,71
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,100,260,417,23,67
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,200,273,533,20,61
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,300,178,524,28,36
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,400,181,428,31,68
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,450,175,394,30,71
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,500,180,350,30,78
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,550,179,315,35,82
LAD,0.15,0.22,0.43,0.011,0.022,0.01,0.02,0.5,0.03,0.004,0.004,600,140,250,44,86
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,27,280,440,31,70
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,100,274,423,21,67
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,200,274,530,20,56
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,300,218,530,27,37
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,400,262,442,30,69
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,450,200,393,28,72
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,500,200,354,28,76
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,550,213,311,30,82
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,600,156,266,37,85
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,27,290,450,36,74
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,100,267,414,30,72
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,200,260,463,22,68
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,300,203,487,28,42
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,400,182,438,32,73
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,450,192,418,30,74
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,500,167,372,29,80
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,550,175,313,37,83
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,600,146,253,44,87
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,27,310,460,29,63
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,100,308,445,20,59
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,200,317,556,18,47
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,300,278,557,24,28
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,400,252,456,28,65
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,450,249,416,29,72
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,500,237,374,29,79
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,550,237,321,30,84
